Tanggal;Produk;Qty Laku;Keterangan
22/08/2024;Basreng Pak Eko;40;1
22/08/2024;Kentang Goreng Ori Bu Poetoe;24;1
22/08/2024;Kerupuk Iteng Pak Eko;110;1
22/08/2024;Kerupuk Kaca Pak Eko;100;1
22/08/2024;Kerupuk Palembang Pak Eko;30;1
22/08/2024;Mentai Mbak Nasya12;13;1
22/08/2024;Nasi Nugget Pak Poso;15;1
22/08/2024;Pentol Bu Silvya;20;1
22/08/2024;Pisang Coklat Bu Mud;5;1
22/08/2024;Puding Mas Rian;72;1
22/08/2024;Risol Bu Poetoe;38;1
22/08/2024;Risol Rogout Bu Mud;5;1
22/08/2024;Roti Bakar Bu Yuni;16;1
22/08/2024;Roti Maryam Mbak Desi;10;1
22/08/2024;Spicy Roll Mbak Keyla;13;1
22/08/2024;Steam Boot Mbak Cece;27;1
22/08/2024;Tahu Mercon Bu Mud;40;1
23/08/2024;Mentai Mbak Nasya12;13;0
23/08/2024;Nasi Nugget Pak Poso;10;0
23/08/2024;Pisang Coklat Bu Mud;5;0
23/08/2024;Puding Mas Rian;36;0
23/08/2024;Risol Rogout Bu Mud;5;0
23/08/2024;Tahu Mercon Bu Mud;40;0
26/08/2024;Basreng Pak Eko;80;1
26/08/2024;Kentang Goreng Ori Bu Poetoe;25;1
26/08/2024;Kerupuk Iteng Pak Eko;40;1
26/08/2024;Kerupuk Kaca Pak Eko;200;1
26/08/2024;Kerupuk Palembang Pak Eko;50;1
26/08/2024;Kerupuk Usus Bu Indah;75;1
26/08/2024;Krim Coklat Vanilla II Sari Roti;2;1
26/08/2024;Makaroni Besar Bu Indah;95;1
26/08/2024;Manisan Mangga Pak Edi;10;1
26/08/2024;Martabak Bu Mud;5;1
26/08/2024;Mentai Mbak Nasya12;14;1
26/08/2024;Nasi Nugget Pak Poso;15;1
26/08/2024;Pentol Bu Silvya;20;1
26/08/2024;Pisang Coklat Bu Mud;9;1
26/08/2024;Puding Mas Rian;72;1
26/08/2024;Ring Bu Indah;25;1
26/08/2024;Risol Bu Poetoe;35;1
26/08/2024;Risol Rogout Bu Mud;4;1
26/08/2024;Roti Bakar Bu Yuni;9;1
26/08/2024;Roti Maryam Mbak Desi;6;1
26/08/2024;Sand Bluberry II Sari Roti;1;1
26/08/2024;Sand CKT II Sari Roti;12;1
26/08/2024;Sand Kacang II Sari Roti;1;1
26/08/2024;Sand Keju II Sari Roti;1;1
26/08/2024;Sand Mgr Klsk II Sari Roti;1;1
26/08/2024;Sand Srky Mdn II Sari Roti;1;1
26/08/2024;Sandzup Ckl Sari Roti;2;1
26/08/2024;Sandzup Crm Sari Roti;1;1
26/08/2024;Sandzup Moc Sari Roti;2;1
26/08/2024;Spicy Roll Mbak Keyla;14;1
26/08/2024;Spiral Bu Indah;75;1
26/08/2024;Steam Boot Mbak Cece;8;1
26/08/2024;Tahu Mercon Bu Mud;40;1
26/08/2024;Zuper Krim Ckt Sari Roti;1;1
26/08/2024;Zuper Krim Keju Sari Roti;1;1
26/08/2024;Zuper Krim Moka Sari Roti;1;1
27/08/2024;Basreng Pak Eko;80;1
27/08/2024;Kentang Goreng Ori Bu Poetoe;24;1
27/08/2024;Kerupuk Kaca Pak Eko;120;1
27/08/2024;Kerupuk Palembang Pak Eko;90;1
27/08/2024;Kerupuk Usus Bu Indah;25;1
27/08/2024;Makaroni Besar Bu Indah;25;1
27/08/2024;Manisan Mangga Pak Edi;20;1
27/08/2024;Martabak Bu Mud;6;1
27/08/2024;Mentai Mbak Nasya12;15;1
27/08/2024;Nasi Nugget Pak Poso;15;1
27/08/2024;Pentol Bu Silvya;17;1
27/08/2024;Pisang Coklat Bu Mud;5;1
27/08/2024;Puding Mas Rian;72;1
27/08/2024;Risol Bu Poetoe;35;1
27/08/2024;Risol Rogout Bu Mud;5;1
27/08/2024;Roti Bakar Bu Yuni;16;1
27/08/2024;Roti Maryam Mbak Desi;10;1
27/08/2024;Steam Boot Mbak Cece;14;1
27/08/2024;Tahu Mercon Bu Mud;40;1
28/08/2024;Basreng Pak Eko;100;1
28/08/2024;Kerupuk Iteng Pak Eko;60;1
28/08/2024;Kerupuk Kaca Pak Eko;110;1
28/08/2024;Kerupuk Palembang Pak Eko;50;1
28/08/2024;Kerupuk Usus Bu Indah;25;1
28/08/2024;Makaroni Besar Bu Indah;50;1
28/08/2024;Manisan Mangga Pak Edi;16;1
28/08/2024;Martabak Bu Mud;5;1
28/08/2024;Mentai Mbak Nasya12;15;1
28/08/2024;Nasi Nugget Pak Poso;15;1
28/08/2024;Pentol Bu Silvya;22;1
28/08/2024;Pisang Coklat Bu Mud;5;1
28/08/2024;Puding Mas Rian;72;1
28/08/2024;Ring Bu Indah;25;1
28/08/2024;Risol Bu Poetoe;35;1
28/08/2024;Risol Rogout Bu Mud;5;1
28/08/2024;Roti Bakar Bu Yuni;16;1
28/08/2024;Roti Maryam Mbak Desi;10;1
28/08/2024;Spicy Roll Mbak Keyla;19;1
28/08/2024;Steam Boot Mbak Cece;3;1
28/08/2024;Tahu Mercon Bu Mud;40;1
28/08/2024;Tempura Bu Poetoe;25;1
29/08/2024;Basreng Pak Eko;90;1
29/08/2024;Dryk Choco Kcng Sari Roti;1;1
29/08/2024;Kerupuk Iteng Pak Eko;30;1
29/08/2024;Kerupuk Kaca Pak Eko;110;1
29/08/2024;Kerupuk Palembang Pak Eko;20;1
29/08/2024;Krim Coklat Vanilla II Sari Roti;2;1
29/08/2024;Manisan Mangga Pak Edi;20;1
29/08/2024;Martabak Bu Mud;5;1
29/08/2024;Mentai Mbak Nasya12;12;1
29/08/2024;Nasi Nugget Pak Poso;15;1
29/08/2024;Pentol Bu Silvya;20;1
29/08/2024;Pisang Coklat Bu Mud;8;1
29/08/2024;Puding Mas Rian;72;1
29/08/2024;Risol Bu Poetoe;29;1
29/08/2024;Risol Rogout Bu Mud;7;1
29/08/2024;Roti Bakar Bu Yuni;16;1
29/08/2024;Roti Maryam Mbak Desi;10;1
29/08/2024;Sand Bluberry II Sari Roti;1;1
29/08/2024;Sand CKT II Sari Roti;10;1
29/08/2024;Sand Kacang II Sari Roti;1;1
29/08/2024;Sand Keju II Sari Roti;1;1
29/08/2024;Sandzup Ckl Sari Roti;2;1
29/08/2024;Sandzup Moc Sari Roti;2;1
29/08/2024;Spicy Roll Mbak Keyla;19;1
29/08/2024;Tahu Mercon Bu Mud;42;1
29/08/2024;Tempura Bu Poetoe;25;1
29/08/2024;Zuper Krim Ckt Sari Roti;1;1
30/08/2024;Basreng Pak Eko;80;0
30/08/2024;Kentang Goreng Ori Bu Poetoe;23;0
30/08/2024;Kerupuk Iteng Pak Eko;110;0
30/08/2024;Kerupuk Kaca Pak Eko;120;0
30/08/2024;Manisan Mangga Pak Edi;15;0
30/08/2024;Martabak Bu Mud;8;0
30/08/2024;Mentai Mbak Nasya12;14;0
30/08/2024;Nasi Nugget Pak Poso;15;0
30/08/2024;Pentol Bu Silvya;15;0
30/08/2024;Pisang Coklat Bu Mud;10;0
30/08/2024;Puding Mas Rian;72;0
30/08/2024;Risol Bu Poetoe;32;0
30/08/2024;Risol Rogout Bu Mud;4;0
30/08/2024;Roti Bakar Bu Yuni;8;0
30/08/2024;Roti Maryam Mbak Desi;9;0
30/08/2024;Spicy Roll Mbak Keyla;15;0
30/08/2024;Steam Boot Mbak Cece;10;0
30/08/2024;Tahu Mercon Bu Mud;41;0
02/09/2024;Dryk Choco Kcng Sari Roti;1;1
02/09/2024;Kentang Goreng Ori Bu Poetoe;23;1
02/09/2024;Kerupuk Iteng Pak Eko;70;1
02/09/2024;Kerupuk Palembang Pak Eko;60;1
02/09/2024;Kerupuk Usus Bu Indah;24;1
02/09/2024;Krim Coklat Vanilla II Sari Roti;1;1
02/09/2024;Makaroni Besar Bu Indah;35;1
02/09/2024;Manisan Mangga Pak Edi;20;1
02/09/2024;Martabak Bu Mud;5;1
02/09/2024;Mentai Mbak Nasya12;12;1
02/09/2024;Nasi Nugget Pak Poso;15;1
02/09/2024;Pentol Bu Silvya;20;1
02/09/2024;Pisang Coklat Bu Mud;10;1
02/09/2024;Puding Mas Rian;72;1
02/09/2024;Ring Bu Indah;2;1
02/09/2024;Risol Bu Poetoe;30;1
02/09/2024;Risol Rogout Bu Mud;5;1
02/09/2024;Roti Bakar Bu Yuni;16;1
02/09/2024;Roti Maryam Mbak Desi;9;1
02/09/2024;Sand CKT II Sari Roti;16;1
02/09/2024;Sand Kacang II Sari Roti;1;1
02/09/2024;Sand Keju II Sari Roti;1;1
02/09/2024;Sand Srky Mdn II Sari Roti;1;1
02/09/2024;Sandzup Ckl Sari Roti;1;1
02/09/2024;Sandzup Crm Sari Roti;1;1
02/09/2024;Sandzup Moc Sari Roti;1;1
02/09/2024;Spicy Roll Mbak Keyla;3;1
02/09/2024;Spiral Bu Indah;35;1
02/09/2024;Steam Boot Mbak Cece;4;1
02/09/2024;Tahu Mercon Bu Mud;44;1
02/09/2024;Zuper Krim Ckt Sari Roti;2;1
02/09/2024;Zuper Krim Keju Sari Roti;2;1
02/09/2024;Zuper Krim Moka Sari Roti;2;1
03/09/2024;Basreng Pak Eko;100;1
03/09/2024;Kentang Goreng Ori Bu Poetoe;25;1
03/09/2024;Kerupuk Iteng Pak Eko;80;1
03/09/2024;Kerupuk Kaca Pak Eko;120;1
03/09/2024;Kerupuk Palembang Pak Eko;60;1
03/09/2024;Manisan Mangga Pak Edi;10;1
03/09/2024;Mentai Mbak Nasya12;7;1
03/09/2024;Nasi Nugget Pak Poso;15;1
03/09/2024;Pentol Bu Silvya;24;1
03/09/2024;Pisang Coklat Bu Mud;10;1
03/09/2024;Puding Mas Rian;72;1
03/09/2024;Risol Bu Poetoe;29;1
03/09/2024;Risol Rogout Bu Mud;6;1
03/09/2024;Roti Bakar Bu Yuni;6;1
03/09/2024;Roti Maryam Mbak Desi;10;1
03/09/2024;Spicy Roll Mbak Keyla;17;1
03/09/2024;Steam Boot Mbak Cece;4;1
03/09/2024;Tahu Mercon Bu Mud;33;1
04/09/2024;Kentang Goreng Ori Bu Poetoe;25;1
04/09/2024;Manisan Mangga Pak Edi;6;1
04/09/2024;Martabak Bu Mud;5;1
04/09/2024;Mentai Mbak Nasya12;10;1
04/09/2024;Nasi Nugget Pak Poso;15;1
04/09/2024;Pentol Bu Silvya;24;1
04/09/2024;Pisang Coklat Bu Mud;10;1
04/09/2024;Puding Mas Rian;72;1
04/09/2024;Risol Bu Poetoe;35;1
04/09/2024;Risol Rogout Bu Mud;5;1
04/09/2024;Roti Bakar Bu Yuni;14;1
04/09/2024;Roti Maryam Mbak Desi;5;1
04/09/2024;Spicy Roll Mbak Keyla;12;1
04/09/2024;Tahu Mercon Bu Mud;39;1
05/09/2024;Dryk Choco Kcng Sari Roti;1;1
05/09/2024;Dryk Keju HKD Sari Roti;1;1
05/09/2024;Kentang Goreng Ori Bu Poetoe;25;1
05/09/2024;Krim Coklat Vanilla II Sari Roti;3;1
05/09/2024;Manisan Mangga Pak Edi;19;1
05/09/2024;Mentai Mbak Nasya12;10;1
05/09/2024;Nasi Nugget Pak Poso;15;1
05/09/2024;Pentol Bu Silvya;20;1
05/09/2024;Pisang Coklat Bu Mud;10;1
05/09/2024;Puding Mas Rian;72;1
05/09/2024;Risol Bu Poetoe;30;1
05/09/2024;Risol Rogout Bu Mud;5;1
05/09/2024;Roti Bakar Bu Yuni;9;1
05/09/2024;Sand Bluberry II Sari Roti;1;1
05/09/2024;Sand CKT II Sari Roti;15;1
05/09/2024;Sand Kacang II Sari Roti;1;1
05/09/2024;Sand Keju II Sari Roti;1;1
05/09/2024;Sand Mgr Klsk II Sari Roti;1;1
05/09/2024;Sand Srky Mdn II Sari Roti;1;1
05/09/2024;Sandzup Ckl Sari Roti;2;1
05/09/2024;Sandzup Moc Sari Roti;2;1
05/09/2024;Spicy Roll Mbak Keyla;12;1
05/09/2024;Tahu Mercon Bu Mud;43;1
06/09/2024;Basreng Pak Eko;50;0
06/09/2024;Kerupuk Iteng Pak Eko;40;0
06/09/2024;Kerupuk Kaca Pak Eko;80;0
06/09/2024;Kerupuk Palembang Pak Eko;50;0
06/09/2024;Kerupuk Usus Bu Indah;25;0
06/09/2024;Makaroni Besar Bu Indah;52;0
06/09/2024;Mentai Mbak Nasya12;13;0
06/09/2024;Nasi Nugget Pak Poso;15;0
06/09/2024;Pentol Bu Silvya;13;0
06/09/2024;Pisang Coklat Bu Mud;10;0
06/09/2024;Puding Mas Rian;72;0
06/09/2024;Ring Bu Indah;23;0
06/09/2024;Risol Bu Poetoe;26;0
06/09/2024;Risol Rogout Bu Mud;6;0
06/09/2024;Roti Bakar Bu Yuni;8;0
06/09/2024;Roti Maryam Mbak Desi;10;0
06/09/2024;Spicy Roll Mbak Keyla;18;0
06/09/2024;Spiral Bu Indah;50;0
06/09/2024;Tahu Mercon Bu Mud;40;0
06/09/2024;Tempura Bu Poetoe;19;0
09/09/2024;Dryk Choco Kcng Sari Roti;2;1
09/09/2024;Kentang Goreng Ori Bu Poetoe;24;1
09/09/2024;Krim Coklat Vanilla II Sari Roti;1;1
09/09/2024;Manisan Mangga Pak Edi;15;1
09/09/2024;Mentai Mbak Nasya12;6;1
09/09/2024;Pentol Bu Silvya;22;1
09/09/2024;Pisang Coklat Bu Mud;10;1
09/09/2024;Puding Mas Rian;36;1
09/09/2024;Risol Bu Poetoe;35;1
09/09/2024;Risol Rogout Bu Mud;5;1
09/09/2024;Roti Bakar Bu Yuni;9;1
09/09/2024;Sand Bluberry II Sari Roti;1;1
09/09/2024;Sand CKT II Sari Roti;12;1
09/09/2024;Sand Kacang II Sari Roti;2;1
09/09/2024;Sand Keju II Sari Roti;1;1
09/09/2024;Sand Mgr Klsk II Sari Roti;1;1
09/09/2024;Sandzup Ckl Sari Roti;4;1
09/09/2024;Sandzup Crm Sari Roti;2;1
09/09/2024;Sandzup Moc Sari Roti;2;1
09/09/2024;Steam Boot Mbak Cece;14;1
09/09/2024;Tahu Mercon Bu Mud;40;1
09/09/2024;Zuper Krim Ckt Sari Roti;2;1
09/09/2024;Zuper Krim Keju Sari Roti;1;1
09/09/2024;Zuper Krim Moka Sari Roti;1;1
10/09/2024;Basreng Pak Eko;80;1
10/09/2024;Kentang Goreng Ori Bu Poetoe;24;1
10/09/2024;Kerupuk Iteng Pak Eko;50;1
10/09/2024;Kerupuk Kaca Pak Eko;120;1
10/09/2024;Kerupuk Palembang Pak Eko;50;1
10/09/2024;Kerupuk Usus Bu Indah;25;1
10/09/2024;Makaroni Besar Bu Indah;25;1
10/09/2024;Manisan Mangga Pak Edi;20;1
10/09/2024;Mentai Mbak Nasya12;7;1
10/09/2024;Nasi Nugget Pak Poso;15;1
10/09/2024;Pentol Bu Silvya;26;1
10/09/2024;Pisang Coklat Bu Mud;10;1
10/09/2024;Puding Mas Rian;72;1
10/09/2024;Risol Bu Poetoe;35;1
10/09/2024;Risol Rogout Bu Mud;5;1
10/09/2024;Roti Bakar Bu Yuni;16;1
10/09/2024;Spicy Roll Mbak Keyla;12;1
10/09/2024;Spiral Bu Indah;25;1
10/09/2024;Tahu Mercon Bu Mud;45;1
11/09/2024;Basreng Pak Eko;80;1
11/09/2024;Kentang Goreng Ori Bu Poetoe;23;1
11/09/2024;Kerupuk Iteng Pak Eko;50;1
11/09/2024;Kerupuk Kaca Pak Eko;120;1
11/09/2024;Kerupuk Palembang Pak Eko;50;1
11/09/2024;Kerupuk Usus Bu Indah;25;1
11/09/2024;Makaroni Besar Bu Indah;55;1
11/09/2024;Manisan Mangga Pak Edi;20;1
11/09/2024;Mentai Mbak Nasya12;6;1
11/09/2024;Nasi Nugget Pak Poso;15;1
11/09/2024;Pentol Bu Silvya;21;1
11/09/2024;Pisang Coklat Bu Mud;10;1
11/09/2024;Puding Mas Rian;72;1
11/09/2024;Risol Bu Poetoe;27;1
11/09/2024;Risol Rogout Bu Mud;5;1
11/09/2024;Roti Bakar Bu Yuni;15;1
11/09/2024;Roti Maryam Mbak Desi;9;1
11/09/2024;Spicy Roll Mbak Keyla;13;1
11/09/2024;Spiral Bu Indah;50;1
11/09/2024;Steam Boot Mbak Cece;5;1
11/09/2024;Tahu Mercon Bu Mud;41;1
12/09/2024;Dryk Choco Kcng Sari Roti;1;1
12/09/2024;Dryk Keju HKD Sari Roti;1;1
12/09/2024;Kentang Goreng Ori Bu Poetoe;24;1
12/09/2024;Krim Coklat Vanilla II Sari Roti;2;1
12/09/2024;Manisan Mangga Pak Edi;10;1
12/09/2024;Mentai Mbak Nasya12;4;1
12/09/2024;Nasi Nugget Pak Poso;15;1
12/09/2024;Pentol Bu Silvya;18;1
12/09/2024;Pisang Coklat Bu Mud;10;1
12/09/2024;Puding Mas Rian;72;1
12/09/2024;Risol Bu Poetoe;18;1
12/09/2024;Risol Rogout Bu Mud;1;1
12/09/2024;Roti Bakar Bu Yuni;10;1
12/09/2024;Roti Maryam Mbak Desi;3;1
12/09/2024;Sand Bluberry II Sari Roti;1;1
12/09/2024;Sand CKT II Sari Roti;11;1
12/09/2024;Sand Kacang II Sari Roti;1;1
12/09/2024;Sand Srky Mdn II Sari Roti;1;1
12/09/2024;Sandzup Ckl Sari Roti;5;1
12/09/2024;Sandzup Crm Sari Roti;1;1
12/09/2024;Sandzup Moc Sari Roti;1;1
12/09/2024;Spicy Roll Mbak Keyla;13;1
12/09/2024;Steam Boot Mbak Cece;5;1
12/09/2024;Tahu Mercon Bu Mud;38;1
12/09/2024;Zuper Krim Ckt Sari Roti;1;1
12/09/2024;Zuper Krim Keju Sari Roti;1;1
12/09/2024;Zuper Krim Moka Sari Roti;2;1
13/09/2024;Kentang Goreng Ori Bu Poetoe;22;0
13/09/2024;Nasi Nugget Pak Poso;10;0
13/09/2024;Pentol Bu Silvya;12;0
13/09/2024;Pisang Coklat Bu Mud;10;0
13/09/2024;Puding Mas Rian;54;0
13/09/2024;Risol Bu Poetoe;25;0
13/09/2024;Roti Bakar Bu Yuni;5;0
13/09/2024;Tahu Mercon Bu Mud;35;0
17/09/2024;Basreng Pak Eko;70;1
17/09/2024;Kerupuk Iteng Pak Eko;50;1
17/09/2024;Kerupuk Kaca Pak Eko;100;1
17/09/2024;Kerupuk Palembang Pak Eko;100;1
17/09/2024;Kerupuk Usus Bu Indah;50;1
17/09/2024;Makaroni Besar Bu Indah;30;1
17/09/2024;Manisan Mangga Pak Edi;10;1
17/09/2024;Martabak Bu Mud;5;1
17/09/2024;Mentai Mbak Nasya12;8;1
17/09/2024;Nasi Nugget Pak Poso;15;1
17/09/2024;Pentol Bu Silvya;25;1
17/09/2024;Pisang Coklat Bu Mud;10;1
17/09/2024;Puding Mas Rian;72;1
17/09/2024;Ring Bu Indah;25;1
17/09/2024;Risol Bu Poetoe;25;1
17/09/2024;Risol Rogout Bu Mud;4;1
17/09/2024;Roti Bakar Bu Yuni;8;1
17/09/2024;Spicy Roll Mbak Keyla;17;1
17/09/2024;Spiral Bu Indah;50;1
17/09/2024;Steam Boot Mbak Cece;7;1
17/09/2024;Tahu Mercon Bu Mud;44;1
18/09/2024;Kentang Goreng Ori Bu Poetoe;22;1
18/09/2024;Martabak Bu Mud;9;1
18/09/2024;Mentai Mbak Nasya12;5;1
18/09/2024;Nasi Nugget Pak Poso;12;1
18/09/2024;Pentol Bu Silvya;17;1
18/09/2024;Pisang Coklat Bu Mud;8;1
18/09/2024;Puding Mas Rian;68;1
18/09/2024;Risol Rogout Bu Mud;4;1
18/09/2024;Roti Bakar Bu Yuni;7;1
18/09/2024;Spicy Roll Mbak Keyla;16;1
18/09/2024;Steam Boot Mbak Cece;8;1
18/09/2024;Tahu Mercon Bu Mud;37;1
18/09/2024;Tempura Bu Poetoe;16;1
19/09/2024;Basreng Pak Eko;160;1
19/09/2024;Dryk Choco Kcng Sari Roti;2;1
19/09/2024;Kentang Goreng Ori Bu Poetoe;26;1
19/09/2024;Kerupuk Iteng Pak Eko;100;1
19/09/2024;Kerupuk Kaca Pak Eko;150;1
19/09/2024;Kerupuk Usus Bu Indah;50;1
19/09/2024;Krim Coklat Vanilla II Sari Roti;2;1
19/09/2024;Makaroni Besar Bu Indah;50;1
19/09/2024;Manisan Mangga Pak Edi;20;1
19/09/2024;Mentai Mbak Nasya12;8;1
19/09/2024;Nasi Nugget Pak Poso;13;1
19/09/2024;Pentol Bu Silvya;17;1
19/09/2024;Pisang Coklat Bu Mud;5;1
19/09/2024;Puding Mas Rian;72;1
19/09/2024;Roti Bakar Bu Yuni;12;1
19/09/2024;Sand Bluberry II Sari Roti;2;1
19/09/2024;Sand CKT II Sari Roti;15;1
19/09/2024;Sand Kacang II Sari Roti;1;1
19/09/2024;Sand Keju II Sari Roti;2;1
19/09/2024;Sand Mgr Klsk II Sari Roti;2;1
19/09/2024;Sand Srky Mdn II Sari Roti;2;1
19/09/2024;Sandzup Ckl Sari Roti;3;1
19/09/2024;Sandzup Moc Sari Roti;2;1
19/09/2024;Spicy Roll Mbak Keyla;14;1
19/09/2024;Spiral Bu Indah;25;1
19/09/2024;Steam Boot Mbak Cece;4;1
19/09/2024;Tahu Mercon Bu Mud;30;1
19/09/2024;Tempura Bu Poetoe;22;1
19/09/2024;Zuper Krim Ckt Sari Roti;1;1
19/09/2024;Zuper Krim Keju Sari Roti;2;1
20/09/2024;Kentang Goreng Ori Bu Poetoe;22;0
20/09/2024;Manisan Mangga Pak Edi;13;0
20/09/2024;Mentai Mbak Nasya12;7;0
20/09/2024;Nasi Nugget Pak Poso;10;0
20/09/2024;Pentol Bu Silvya;10;0
20/09/2024;Pisang Coklat Bu Mud;8;0
20/09/2024;Puding Mas Rian;66;0
20/09/2024;Risol Bu Poetoe;21;0
20/09/2024;Roti Bakar Bu Yuni;8;0
20/09/2024;Spicy Roll Mbak Keyla;6;0
20/09/2024;Steam Boot Mbak Cece;10;0
20/09/2024;Tahu Mercon Bu Mud;34;0
23/09/2024;All Variant Roti Coklat Bu Irene;3;0
23/09/2024;All Variant Roti Sosis Bu Irene;10;0
23/09/2024;Basreng Pak Eko;120;0
23/09/2024;Dryk Keju HKD Sari Roti;2;0
23/09/2024;Kentang Goreng Ori Bu Poetoe;21;0
23/09/2024;Kerupuk Kaca Pak Eko;160;0
23/09/2024;Manisan Mangga Pak Edi;14;0
23/09/2024;Martabak Bu Mud;5;0
23/09/2024;Mentai Mbak Nasya12;6;0
23/09/2024;Nasi Nugget Pak Poso;15;0
23/09/2024;Pentol Bu Silvya;15;0
23/09/2024;Pisang Coklat Bu Mud;7;0
23/09/2024;Puding Mas Rian;72;0
23/09/2024;Risol Bu Poetoe;24;0
23/09/2024;Roti Bakar Bu Yuni;10;0
23/09/2024;Sand Bluberry II Sari Roti;2;0
23/09/2024;Sand CKT II Sari Roti;15;0
23/09/2024;Sand Kacang II Sari Roti;2;0
23/09/2024;Sand Keju II Sari Roti;2;0
23/09/2024;Sand Mgr Klsk II Sari Roti;2;0
23/09/2024;Sand Srky Mdn II Sari Roti;2;0
23/09/2024;Sandzup Ckl Sari Roti;6;0
23/09/2024;Sandzup Crm Sari Roti;2;0
23/09/2024;Sandzup Moc Sari Roti;2;0
23/09/2024;Spicy Roll Mbak Keyla;12;0
23/09/2024;Steam Boot Mbak Cece;2;0
23/09/2024;Tahu Mercon Bu Mud;40;0
23/09/2024;Zuper Krim Ckt Sari Roti;2;0
23/09/2024;Zuper Krim Keju Sari Roti;1;0
23/09/2024;Zuper Krim Moka Sari Roti;2;0
24/09/2024;All Variant Roti Coklat Bu Irene;3;0
24/09/2024;All Variant Roti Sosis Bu Irene;19;0
24/09/2024;Kentang Goreng Ori Bu Poetoe;21;0
24/09/2024;Manisan Mangga Pak Edi;20;0
24/09/2024;Martabak Bu Mud;5;0
24/09/2024;Mentai Mbak Nasya12;6;0
24/09/2024;Nasi Nugget Pak Poso;11;0
24/09/2024;Pentol Bu Silvya;17;0
24/09/2024;Pisang Coklat Bu Mud;5;0
24/09/2024;Puding Mas Rian;72;0
24/09/2024;Risol Bu Poetoe;22;0
24/09/2024;Risol Rogout Bu Mud;5;0
24/09/2024;Roti Bakar Bu Yuni;14;0
24/09/2024;Spicy Roll Mbak Keyla;18;0
24/09/2024;Steam Boot Mbak Cece;5;0
24/09/2024;Tahu Mercon Bu Mud;39;0
25/09/2024;Basreng Pak Eko;80;0
25/09/2024;Kentang Goreng Ori Bu Poetoe;16;0
25/09/2024;Kerupuk Iteng Pak Eko;80;0
25/09/2024;Kerupuk Kaca Pak Eko;40;0
25/09/2024;Kerupuk Usus Bu Indah;75;0
25/09/2024;Makaroni Besar Bu Indah;75;0
25/09/2024;Manisan Mangga Pak Edi;20;0
25/09/2024;Mentai Mbak Nasya12;6;0
25/09/2024;Nasi Nugget Pak Poso;15;0
25/09/2024;Pentol Bu Silvya;15;0
25/09/2024;Puding Mas Rian;72;0
25/09/2024;Risol Bu Poetoe;25;0
25/09/2024;Roti Bakar Bu Yuni;12;0
25/09/2024;Spicy Roll Mbak Keyla;13;0
25/09/2024;Spiral Bu Indah;75;0
25/09/2024;Steam Boot Mbak Cece;13;0
26/09/2024;All Variant Roti Coklat Bu Irene;3;0
26/09/2024;All Variant Roti Sosis Bu Irene;18;0
26/09/2024;Basreng Pak Eko;80;0
26/09/2024;Dryk Choco Kcng Sari Roti;2;0
26/09/2024;Kerupuk Iteng Pak Eko;30;0
26/09/2024;Kerupuk Kaca Pak Eko;100;0
26/09/2024;Kerupuk Opak Pedas Besar Bu Indah;3;0
26/09/2024;Kerupuk Palembang Pak Eko;40;0
26/09/2024;Kerupuk Usus Bu Indah;5;0
26/09/2024;Krim Coklat Vanilla II Sari Roti;1;0
26/09/2024;Krupuk Pisang Besar Bu Indah;3;0
26/09/2024;Martabak Bu Mud;5;0
26/09/2024;Mentai Mbak Nasya12;7;0
26/09/2024;Nasi Nugget Pak Poso;9;0
26/09/2024;Pentol Bu Silvya;9;0
26/09/2024;Pisang Coklat Bu Mud;10;0
26/09/2024;Puding Mas Rian;72;0
26/09/2024;Risol Bu Poetoe;20;0
26/09/2024;Risol Rogout Bu Mud;4;0
26/09/2024;Roti Bakar Bu Yuni;6;0
26/09/2024;Sand Bluberry II Sari Roti;1;0
26/09/2024;Sand CKT II Sari Roti;10;0
26/09/2024;Sand Kacang II Sari Roti;1;0
26/09/2024;Sand Keju II Sari Roti;1;0
26/09/2024;Sand Mgr Klsk II Sari Roti;1;0
26/09/2024;Sand Srky Mdn II Sari Roti;1;0
26/09/2024;Sandzup Ckl Sari Roti;2;0
26/09/2024;Sandzup Moc Sari Roti;2;0
26/09/2024;Spicy Roll Mbak Keyla;16;0
26/09/2024;Steam Boot Mbak Cece;7;0
26/09/2024;Sumpia Bu Indah;3;0
26/09/2024;Sus Kering Coklat Besar Bu Indah;3;0
26/09/2024;Sus Kering Original Besar Bu Indah;3;0
26/09/2024;Tahu Mercon Bu Mud;33;0
26/09/2024;Tempura Bu Poetoe;23;0
26/09/2024;Zuper Krim Ckt Sari Roti;2;0
26/09/2024;Zuper Krim Keju Sari Roti;2;0
26/09/2024;Zuper Krim Moka Sari Roti;2;0
27/09/2024;All Variant Roti Coklat Bu Irene;3;0
27/09/2024;All Variant Roti Sosis Bu Irene;20;0
27/09/2024;Basreng Pak Eko;50;0
27/09/2024;Kentang Goreng Ori Bu Poetoe;18;0
27/09/2024;Kerupuk Kaca Pak Eko;90;0
27/09/2024;Kerupuk Palembang Pak Eko;40;0
27/09/2024;Martabak Bu Mud;5;0
27/09/2024;Mentai Mbak Nasya12;4;0
27/09/2024;Nasi Nugget Pak Poso;12;0
27/09/2024;Pentol Bu Silvya;12;0
27/09/2024;Pisang Coklat Bu Mud;8;0
27/09/2024;Puding Mas Rian;68;0
27/09/2024;Risol Rogout Bu Mud;2;0
